/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_001.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_001.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_001.jpg,0,1,0,30.1903
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_099.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_099.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_099.jpg,0,1,0,30.0634
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_195.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_195.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_195.jpg,0,1,0,30.21836
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_296.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_296.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_296.jpg,0,1,0,29.75672
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_364.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_364.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_364.jpg,0,1,0,30.08439
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_450.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_450.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_450.jpg,0,1,0,30.59707
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_503.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_503.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_503.jpg,0,1,0,30.1282
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_572.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_572.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_572.jpg,0,1,0,30.18538
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_670.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_670.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_670.jpg,0,1,0,30.19078
/home/iansebas/Desktop/persistent/IMG/center_2017_10_12_22_39_00_768.jpg,/home/iansebas/Desktop/persistent/IMG/left_2017_10_12_22_39_00_768.jpg,/home/iansebas/Desktop/persistent/IMG/right_2017_10_12_22_39_00_768.jpg,0,1,0,30.1907
